Project Key,Issue Id,Parent Id,Issue Type,Summary,Description,Priority,Status,Epic Link,Labels,Sprint
BWC,S1-008,E02,Task,"Add backend application profiles: dev, test, prod","Detailed sprint backlog item from Sprint 1 — Repository, Tooling, and Architecture Foundation.

Sprint Goal: Create the technical foundation for full-stack development and production deployment.

Task: Add backend application profiles: dev, test, prod

Production Gate: The repository must be clean, reproducible, and runnable by another developer from documented steps.",Medium,To Do,"Repository, environment, and architecture setup","bwc,solo-scrum,sprint-01,e02,repository-architecture,task","Sprint 1 — Repository, Tooling, and Architecture Foundation"
BWC,S1-009,E05,Task,Add frontend environment configuration,"Detailed sprint backlog item from Sprint 1 — Repository, Tooling, and Architecture Foundation.

Sprint Goal: Create the technical foundation for full-stack development and production deployment.

Task: Add frontend environment configuration

Production Gate: The repository must be clean, reproducible, and runnable by another developer from documented steps.",Medium,To Do,Frontend foundation,"bwc,solo-scrum,sprint-01,e05,frontend,task","Sprint 1 — Repository, Tooling, and Architecture Foundation"
BWC,S1-010,E02,Task,Add Nginx/Caddy placeholder config,"Detailed sprint backlog item from Sprint 1 — Repository, Tooling, and Architecture Foundation.

Sprint Goal: Create the technical foundation for full-stack development and production deployment.

Task: Add Nginx/Caddy placeholder config

Production Gate: The repository must be clean, reproducible, and runnable by another developer from documented steps.",Medium,To Do,"Repository, environment, and architecture setup","bwc,solo-scrum,sprint-01,e02,repository-architecture,task","Sprint 1 — Repository, Tooling, and Architecture Foundation"
BWC,S1-011,E02,Task,Add initial architecture diagram,"Detailed sprint backlog item from Sprint 1 — Repository, Tooling, and Architecture Foundation.

Sprint Goal: Create the technical foundation for full-stack development and production deployment.

Task: Add initial architecture diagram

Production Gate: The repository must be clean, reproducible, and runnable by another developer from documented steps.",Medium,To Do,"Repository, environment, and architecture setup","bwc,solo-scrum,sprint-01,e02,repository-architecture,task","Sprint 1 — Repository, Tooling, and Architecture Foundation"
BWC,S1-012,E02,Task,Add API documentation strategy using OpenAPI/Swagger,"Detailed sprint backlog item from Sprint 1 — Repository, Tooling, and Architecture Foundation.

Sprint Goal: Create the technical foundation for full-stack development and production deployment.

Task: Add API documentation strategy using OpenAPI/Swagger

Production Gate: The repository must be clean, reproducible, and runnable by another developer from documented steps.",Medium,To Do,"Repository, environment, and architecture setup","bwc,solo-scrum,sprint-01,e02,repository-architecture,task","Sprint 1 — Repository, Tooling, and Architecture Foundation"
BWC,S1-013,E02,Task,Add code formatting and linting baseline,"Detailed sprint backlog item from Sprint 1 — Repository, Tooling, and Architecture Foundation.

Sprint Goal: Create the technical foundation for full-stack development and production deployment.

Task: Add code formatting and linting baseline

Production Gate: The repository must be clean, reproducible, and runnable by another developer from documented steps.",Medium,To Do,"Repository, environment, and architecture setup","bwc,solo-scrum,sprint-01,e02,repository-architecture,task","Sprint 1 — Repository, Tooling, and Architecture Foundation"
BWC,S1-014,E02,Task,Add initial GitHub Issues/Project board,"Detailed sprint backlog item from Sprint 1 — Repository, Tooling, and Architecture Foundation.

Sprint Goal: Create the technical foundation for full-stack development and production deployment.

Task: Add initial GitHub Issues/Project board

Production Gate: The repository must be clean, reproducible, and runnable by another developer from documented steps.",Medium,To Do,"Repository, environment, and architecture setup","bwc,solo-scrum,sprint-01,e02,repository-architecture,task","Sprint 1 — Repository, Tooling, and Architecture Foundation"
BWC,S2-001,E03,Task,Add Flyway dependency,"Detailed sprint backlog item from Sprint 2 — Database Schema and Backend Foundation.

Sprint Goal: Implement the core database schema and backend structure based on the KB data model.

Task: Add Flyway dependency

Production Gate: Database must be version-controlled through migrations. Manual database changes are not allowed.",Medium,To Do,Database schema and migrations,"bwc,solo-scrum,sprint-02,e03,database,task",Sprint 2 — Database Schema and Backend Foundation
BWC,S2-002,E03,Task,Create initial database migration,"Detailed sprint backlog item from Sprint 2 — Database Schema and Backend Foundation.

Sprint Goal: Implement the core database schema and backend structure based on the KB data model.

Task: Create initial database migration

Production Gate: Database must be version-controlled through migrations. Manual database changes are not allowed.",Medium,To Do,Database schema and migrations,"bwc,solo-scrum,sprint-02,e03,database,task",Sprint 2 — Database Schema and Backend Foundation
BWC,S2-003,E06,Task,Create users table,"Detailed sprint backlog item from Sprint 2 — Database Schema and Backend Foundation.

Sprint Goal: Implement the core database schema and backend structure based on the KB data model.

Task: Create users table

Production Gate: Database must be version-controlled through migrations. Manual database changes are not allowed.",Highest,To Do,"Authentication, users, and roles","bwc,solo-scrum,sprint-02,e06,authentication-and-roles,task",Sprint 2 — Database Schema and Backend Foundation
BWC,S2-004,E06,Task,Create roles table,"Detailed sprint backlog item from Sprint 2 — Database Schema and Backend Foundation.

Sprint Goal: Implement the core database schema and backend structure based on the KB data model.

Task: Create roles table

Production Gate: Database must be version-controlled through migrations. Manual database changes are not allowed.",Highest,To Do,"Authentication, users, and roles","bwc,solo-scrum,sprint-02,e06,authentication-and-roles,task",Sprint 2 — Database Schema and Backend Foundation
BWC,S2-005,E06,Task,Create user_roles table,"Detailed sprint backlog item from Sprint 2 — Database Schema and Backend Foundation.

Sprint Goal: Implement the core database schema and backend structure based on the KB data model.

Task: Create user_roles table

Production Gate: Database must be version-controlled through migrations. Manual database changes are not allowed.",Highest,To Do,"Authentication, users, and roles","bwc,solo-scrum,sprint-02,e06,authentication-and-roles,task",Sprint 2 — Database Schema and Backend Foundation
BWC,S2-006,E07,Task,Create customers table,"Detailed sprint backlog item from Sprint 2 — Database Schema and Backend Foundation.

Sprint Goal: Implement the core database schema and backend structure based on the KB data model.

Task: Create customers table

Production Gate: Database must be version-controlled through migrations. Manual database changes are not allowed.",High,To Do,Customer and prospect management,"bwc,solo-scrum,sprint-02,e07,customers,task",Sprint 2 — Database Schema and Backend Foundation
BWC,S2-007,E08,Task,Create beneficiaries table,"Detailed sprint backlog item from Sprint 2 — Database Schema and Backend Foundation.

Sprint Goal: Implement the core database schema and backend structure based on the KB data model.

Task: Create beneficiaries table

Production Gate: Database must be version-controlled through migrations. Manual database changes are not allowed.",High,To Do,Beneficiary management,"bwc,solo-scrum,sprint-02,e08,beneficiaries,task",Sprint 2 — Database Schema and Backend Foundation
BWC,S2-008,E09,Task,Create consent_records table,"Detailed sprint backlog item from Sprint 2 — Database Schema and Backend Foundation.

Sprint Goal: Implement the core database schema and backend structure based on the KB data model.

Task: Create consent_records table

Production Gate: Database must be version-controlled through migrations. Manual database changes are not allowed.",Highest,To Do,"Consent, opt-out, and eligibility","bwc,solo-scrum,sprint-02,e09,consent-and-eligibility,task",Sprint 2 — Database Schema and Backend Foundation
BWC,S2-009,E10,Task,Create products table,"Detailed sprint backlog item from Sprint 2 — Database Schema and Backend Foundation.

Sprint Goal: Implement the core database schema and backend structure based on the KB data model.

Task: Create products table

Production Gate: Database must be version-controlled through migrations. Manual database changes are not allowed.",High,To Do,Product management,"bwc,solo-scrum,sprint-02,e10,products,task",Sprint 2 — Database Schema and Backend Foundation
BWC,S2-010,E11,Task,Create product_ownerships table,"Detailed sprint backlog item from Sprint 2 — Database Schema and Backend Foundation.

Sprint Goal: Implement the core database schema and backend structure based on the KB data model.

Task: Create product_ownerships table

Production Gate: Database must be version-controlled through migrations. Manual database changes are not allowed.",High,To Do,Product ownership and payment records,"bwc,solo-scrum,sprint-02,e11,product-ownership-and-payments,task",Sprint 2 — Database Schema and Backend Foundation
BWC,S2-011,E10,Task,Create product_change_requests table,"Detailed sprint backlog item from Sprint 2 — Database Schema and Backend Foundation.

Sprint Goal: Implement the core database schema and backend structure based on the KB data model.

Task: Create product_change_requests table

Production Gate: Database must be version-controlled through migrations. Manual database changes are not allowed.",High,To Do,Product management,"bwc,solo-scrum,sprint-02,e10,products,task",Sprint 2 — Database Schema and Backend Foundation
BWC,S2-012,E11,Task,Create payment_records table,"Detailed sprint backlog item from Sprint 2 — Database Schema and Backend Foundation.

Sprint Goal: Implement the core database schema and backend structure based on the KB data model.

Task: Create payment_records table

Production Gate: Database must be version-controlled through migrations. Manual database changes are not allowed.",High,To Do,Product ownership and payment records,"bwc,solo-scrum,sprint-02,e11,product-ownership-and-payments,task",Sprint 2 — Database Schema and Backend Foundation
BWC,S2-013,E12,Task,Create segments table,"Detailed sprint backlog item from Sprint 2 — Database Schema and Backend Foundation.

Sprint Goal: Implement the core database schema and backend structure based on the KB data model.

Task: Create segments table

Production Gate: Database must be version-controlled through migrations. Manual database changes are not allowed.",High,To Do,Segmentation,"bwc,solo-scrum,sprint-02,e12,segmentation,task",Sprint 2 — Database Schema and Backend Foundation
BWC,S2-014,E12,Task,Create segment_criteria table,"Detailed sprint backlog item from Sprint 2 — Database Schema and Backend Foundation.

Sprint Goal: Implement the core database schema and backend structure based on the KB data model.

Task: Create segment_criteria table

Production Gate: Database must be version-controlled through migrations. Manual database changes are not allowed.",High,To Do,Segmentation,"bwc,solo-scrum,sprint-02,e12,segmentation,task",Sprint 2 — Database Schema and Backend Foundation
